enrollment_id,time,source,event,object
1,2014-06-21T09:55:00,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-21T09:55:14,server,access,Xsn2QbL8XCYb8iJcrvRqsO7fYQPwDlgT
1,2014-06-21T09:55:15,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-22T01:18:45,browser,problem,xg4ghT4Nbdoh1Z8Z3T5CQbggmtFxrnD7
1,2014-06-22T01:18:47,browser,problem,xg4ghT4Nbdoh1Z8Z3T5CQbggmtFxrnD7
1,2014-06-22T01:42:13,server,nagivate,vPJ7ada7OqDfvYXMjnTQC3NExmLvWiUL
1,2014-06-22T01:42:16,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-22T01:42:30,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-22T01:42:30,server,access,W2Za6xuXb0ETxjM50i4un55AGtcvHbBP
1,2014-06-22T01:42:57,server,access,Xsn2QbL8XCYb8iJcrvRqsO7fYQPwDlgT
1,2014-06-22T01:42:59,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-22T01:44:55,browser,problem,xg4ghT4Nbdoh1Z8Z3T5CQbggmtFxrnD7
1,2014-06-22T01:45:02,browser,problem,xg4ghT4Nbdoh1Z8Z3T5CQbggmtFxrnD7
1,2014-06-22T01:45:14,server,nagivate,mphQZMqeGhpjyWlhFbnXSc23PsmhaGlY
1,2014-06-22T01:45:15,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-22T01:45:33,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-06-23T00:21:38,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-06-24T02:41:18,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-06-24T02:47:12,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-24T02:47:12,server,access,W2Za6xuXb0ETxjM50i4un55AGtcvHbBP
1,2014-06-24T02:47:31,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T00:28:34,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-06-27T00:55:35,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T00:55:35,server,access,W2Za6xuXb0ETxjM50i4un55AGtcvHbBP
1,2014-06-27T00:55:49,server,access,QYn8t9X9sfdnF8P8DNrcZ8wZau4oSIrX
1,2014-06-27T00:55:50,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T00:57:15,server,access,9VC3Na6kKHj8DowLK0MRSahqCTVYysfn
1,2014-06-27T00:57:17,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T00:57:17,browser,video,jc3a0pqHmdJQi0NRZqJujTYkdWRzqBmT
1,2014-06-27T00:58:35,server,access,cXBybD6mMeITGIlpH10Nk45hxRxnsmgV
1,2014-06-27T00:58:36,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:00:40,browser,problem,DzcYwlVHMUb2mZL3rxyrrRKRPjEkBMrM
1,2014-06-27T01:00:42,browser,problem,DzcYwlVHMUb2mZL3rxyrrRKRPjEkBMrM
1,2014-06-27T01:09:33,browser,problem,DzcYwlVHMUb2mZL3rxyrrRKRPjEkBMrM
1,2014-06-27T01:09:34,browser,problem,DzcYwlVHMUb2mZL3rxyrrRKRPjEkBMrM
1,2014-06-27T01:10:09,browser,access,cXBybD6mMeITGIlpH10Nk45hxRxnsmgV
1,2014-06-27T01:10:40,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:42,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:46,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:49,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:51,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:52,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:52,browser,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:10:52,server,problem,ALovusCCDqNFA5D1WMNwVKJSQEb0ZSWZ
1,2014-06-27T01:13:44,browser,access,cXBybD6mMeITGIlpH10Nk45hxRxnsmgV
1,2014-06-27T01:15:31,browser,problem,0fTLmderHm3zm7oZFxqY4fxM1jJ7EUYO
1,2014-06-27T01:15:32,browser,problem,0fTLmderHm3zm7oZFxqY4fxM1jJ7EUYO
1,2014-06-27T01:15:34,browser,problem,0fTLmderHm3zm7oZFxqY4fxM1jJ7EUYO
1,2014-06-27T01:18:49,server,nagivate,vPJ7ada7OqDfvYXMjnTQC3NExmLvWiUL
1,2014-06-27T01:18:50,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:19:26,server,access,cXBybD6mMeITGIlpH10Nk45hxRxnsmgV
1,2014-06-27T01:19:56,server,access,9VC3Na6kKHj8DowLK0MRSahqCTVYysfn
1,2014-06-27T01:19:57,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:20:24,server,access,0YOZabQaEK4NTvA6xOE5YZQj7UdVLHvJ
1,2014-06-27T01:20:25,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:20:38,browser,access,0YOZabQaEK4NTvA6xOE5YZQj7UdVLHvJ
1,2014-06-27T01:20:43,browser,problem,WD9H9rBO1tkQHPZtbfBFJSxgXCT2hg6P
1,2014-06-27T01:20:44,browser,problem,WD9H9rBO1tkQHPZtbfBFJSxgXCT2hg6P
1,2014-06-27T01:20:45,browser,problem,WD9H9rBO1tkQHPZtbfBFJSxgXCT2hg6P
1,2014-06-27T01:20:46,server,access,qSfRedbwb1mymkAYxqman14hSWpsLArn
1,2014-06-27T01:20:49,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:21:04,browser,access,qSfRedbwb1mymkAYxqman14hSWpsLArn
1,2014-06-27T01:21:07,browser,problem,U7NsC9gvscJEni8MvtszMtj1shsLDDHZ
1,2014-06-27T01:21:08,browser,problem,U7NsC9gvscJEni8MvtszMtj1shsLDDHZ
1,2014-06-27T01:21:11,browser,problem,U7NsC9gvscJEni8MvtszMtj1shsLDDHZ
1,2014-06-27T01:21:14,server,access,SMPj7CHLPCMatOgQTqFL1JjlWwJuGKDs
1,2014-06-27T01:21:15,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:21:25,browser,access,SMPj7CHLPCMatOgQTqFL1JjlWwJuGKDs
1,2014-06-27T01:21:29,browser,problem,U1zewUP9FIUiKCHPADuUOAjmFfmpu6xc
1,2014-06-27T01:21:31,browser,problem,U1zewUP9FIUiKCHPADuUOAjmFfmpu6xc
1,2014-06-27T01:21:31,browser,problem,U1zewUP9FIUiKCHPADuUOAjmFfmpu6xc
1,2014-06-27T01:21:33,server,access,HT5QfYkcIR3nRshqAZI0Nm2h24iItRBQ
1,2014-06-27T01:21:34,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:21:49,browser,access,HT5QfYkcIR3nRshqAZI0Nm2h24iItRBQ
1,2014-06-27T01:21:56,browser,problem,vDBzklIJCRaqJ45rG9lBOtb9HpH5NvqR
1,2014-06-27T01:21:57,browser,problem,vDBzklIJCRaqJ45rG9lBOtb9HpH5NvqR
1,2014-06-27T01:22:00,browser,problem,vDBzklIJCRaqJ45rG9lBOtb9HpH5NvqR
1,2014-06-27T01:22:01,server,nagivate,vPJ7ada7OqDfvYXMjnTQC3NExmLvWiUL
1,2014-06-27T01:22:02,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:22:20,server,nagivate,mphQZMqeGhpjyWlhFbnXSc23PsmhaGlY
1,2014-06-27T01:22:54,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-06-27T01:23:26,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:23:26,server,access,8HaEkId8KHyhJ0pzybn2H5EUUSuzMoOW
1,2014-06-27T01:23:38,server,access,0OkCwDvaJhsSkoN6yuhvnxMAJXu8tx6G
1,2014-06-27T01:23:39,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:24:00,server,access,qxvBNYTfiRkNcCvM0hcGwG6hvHdQwnd4
1,2014-06-27T01:24:01,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-27T01:24:42,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-30T09:23:03,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-06-30T09:28:26,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-06-30T09:28:26,server,access,GXHBEi4MGXAE8Nv7CC7v1KYGmGZDOij9
1,2014-06-30T09:28:37,server,access,9VC3Na6kKHj8DowLK0MRSahqCTVYysfn
1,2014-06-30T09:28:53,server,access,cXBybD6mMeITGIlpH10Nk45hxRxnsmgV
1,2014-06-30T09:28:54,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T08:54:31,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-07-01T08:54:53,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T08:54:54,server,access,8HaEkId8KHyhJ0pzybn2H5EUUSuzMoOW
1,2014-07-01T08:55:22,server,access,qxvBNYTfiRkNcCvM0hcGwG6hvHdQwnd4
1,2014-07-01T08:55:22,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T08:55:49,server,access,0OkCwDvaJhsSkoN6yuhvnxMAJXu8tx6G
1,2014-07-01T08:56:01,server,access,LPxTHNUu4a88wyAL6vY8ebFrjaaySuKo
1,2014-07-01T08:56:02,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T09:27:37,server,access,ep57uq0N5Fxg1Irgy68ROj8HOuD4xbsi
1,2014-07-01T09:27:39,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T09:27:45,browser,video,N2XbfvlONHjUbc4RrG6hwhXUpHhuVD1I
1,2014-07-01T23:56:49,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T23:56:49,browser,video,ZzTRvqjvsdEVevZ8phOhFpLO5lyA7ruU
1,2014-07-01T23:56:53,server,access,ep57uq0N5Fxg1Irgy68ROj8HOuD4xbsi
1,2014-07-01T23:57:37,server,access,1Q5vBuafwY9UtwES85wN8NM0ARi2qQFS
1,2014-07-01T23:57:37,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-01T23:57:38,browser,video,ZzTRvqjvsdEVevZ8phOhFpLO5lyA7ruU
1,2014-07-02T00:00:02,server,access,McmRu9AROmAUHuv4Hn6j3pvoOI8YAdOM
1,2014-07-02T00:00:04,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:00:04,browser,video,B5d404cq3fvYiuV0CZGRdIj5YiDNRLAq
1,2014-07-02T00:01:07,server,access,sZqHfVRUIrP2PWtCQO33g6gZM1aRixhe
1,2014-07-02T00:01:09,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:01:09,browser,video,XuIHIg82MR20KiWDopoVvADNRs13ZKXn
1,2014-07-02T00:01:59,server,access,lgZzRQM4V4EW5u0U1SPaavDMfzHcOaLU
1,2014-07-02T00:02:01,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:02:01,browser,video,QfvY7s9HFrUNFIn7A5lwQo5mfY82kOHZ
1,2014-07-02T00:02:43,server,access,11iO4djdQJnBILIJK1EOpME1b2DSF7N9
1,2014-07-02T00:02:44,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:16:43,server,access,ZKpTlLbovMZrp3Ym5ehvgOSHiZjp4IFa
1,2014-07-02T00:16:45,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:17:14,server,access,biTufXdMr6ErGTXIMf8Z0BbsTyChqf1Q
1,2014-07-02T00:17:16,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:17:16,browser,video,06mADydbevB6aCjIcXkGk0oAcwZy1Hqj
1,2014-07-02T00:18:06,server,access,7hDDi7yn0BwBjuDSc85J1ijuI4RJ2Cfm
1,2014-07-02T00:18:08,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:18:08,browser,video,juKcxcdjVMHkQ5BjYeEJj9dQGhedFYy2
1,2014-07-02T00:18:39,server,access,lp2G6aK9fJJnhJ5dG96FHrrCSUsa7s1z
1,2014-07-02T00:18:40,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:18:41,browser,video,n8JHdsYhxIKgTTR1Kyj5dOwxUjCXhQRn
1,2014-07-02T00:24:22,server,access,brdqidzvZ6XBjbecMFzFEkyVA6LiBE9W
1,2014-07-02T00:24:24,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:24:25,browser,video,I9uWS2jaSezmwK8aEfQscarhl3DmyQ5T
1,2014-07-02T00:25:27,server,access,QYn8t9X9sfdnF8P8DNrcZ8wZau4oSIrX
1,2014-07-02T00:25:30,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:25:30,browser,video,WFM7EIUwEpr7qhJJjRi5RtxtLBUyJIGb
1,2014-07-02T00:32:16,server,access,0YOZabQaEK4NTvA6xOE5YZQj7UdVLHvJ
1,2014-07-02T00:32:18,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:32:19,browser,video,jc3a0pqHmdJQi0NRZqJujTYkdWRzqBmT
1,2014-07-02T00:32:30,browser,access,0YOZabQaEK4NTvA6xOE5YZQj7UdVLHvJ
1,2014-07-02T00:32:58,server,access,qSfRedbwb1mymkAYxqman14hSWpsLArn
1,2014-07-02T00:33:00,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:33:01,browser,video,a1IS0Jf3ZTxmDhbfkXDKUCVGI0oUWWUX
1,2014-07-02T00:33:10,browser,access,qSfRedbwb1mymkAYxqman14hSWpsLArn
1,2014-07-02T00:33:46,server,access,SMPj7CHLPCMatOgQTqFL1JjlWwJuGKDs
1,2014-07-02T00:33:47,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:33:51,browser,video,HXwWYwfPglHjEAjLzPeGrWR7KZgpZCgi
1,2014-07-02T00:34:02,browser,access,SMPj7CHLPCMatOgQTqFL1JjlWwJuGKDs
1,2014-07-02T00:34:53,server,access,HT5QfYkcIR3nRshqAZI0Nm2h24iItRBQ
1,2014-07-02T00:34:55,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:34:57,browser,video,2t68muFfWT9t9795QW7lUhGwJiE54sAz
1,2014-07-02T00:35:59,browser,access,HT5QfYkcIR3nRshqAZI0Nm2h24iItRBQ
1,2014-07-02T00:36:42,server,access,YCs2MV77WBlYakfZZ5oUslaHb0gzWHUC
1,2014-07-02T00:36:44,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T00:36:46,browser,video,VMw3sRG2MUv6ZD3GUwCQTWjtb61pMTqm
1,2014-07-02T08:12:33,server,access,cXBybD6mMeITGIlpH10Nk45hxRxnsmgV
1,2014-07-02T08:12:35,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-02T08:12:36,browser,video,6XCc2ZZASWng5rtFmSeOr6fHEwEdLBsa
1,2014-07-02T08:13:37,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:36:10,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-07-04T03:36:27,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:36:28,server,access,8HaEkId8KHyhJ0pzybn2H5EUUSuzMoOW
1,2014-07-04T03:36:34,server,access,9VC3Na6kKHj8DowLK0MRSahqCTVYysfn
1,2014-07-04T03:36:35,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:36:46,server,access,s5An0gcihYzRj9z5Wa9feApxlCboYKfS
1,2014-07-04T03:36:47,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:37:42,browser,access,s5An0gcihYzRj9z5Wa9feApxlCboYKfS
1,2014-07-04T03:38:04,browser,problem,TQgwjpylIwFk36DxdqwBmqk2TAtzOjfX
1,2014-07-04T03:38:05,browser,problem,TQgwjpylIwFk36DxdqwBmqk2TAtzOjfX
1,2014-07-04T03:38:10,server,access,L7tDvFV8rqdswoMaNgxWewa0Up3P7PC5
1,2014-07-04T03:38:11,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:38:11,browser,video,tcxZZkSgyfSFRfidqqLjWqxudd39EWq8
1,2014-07-04T03:38:37,browser,access,L7tDvFV8rqdswoMaNgxWewa0Up3P7PC5
1,2014-07-04T03:38:50,browser,problem,LBK6GRRqd8NjsQ2WdKyUz7bwHdZcrxyv
1,2014-07-04T03:38:51,browser,problem,LBK6GRRqd8NjsQ2WdKyUz7bwHdZcrxyv
1,2014-07-04T03:38:53,server,access,I3Fq8N9ARxoV6zVsDRp7527oGVLtR0fK
1,2014-07-04T03:39:23,browser,access,I3Fq8N9ARxoV6zVsDRp7527oGVLtR0fK
1,2014-07-04T03:39:38,browser,problem,BGNlCoHfJn9qSygWyQgHFCH5Ao3hrE3o
1,2014-07-04T03:39:39,browser,problem,BGNlCoHfJn9qSygWyQgHFCH5Ao3hrE3o
1,2014-07-04T03:39:40,browser,problem,BGNlCoHfJn9qSygWyQgHFCH5Ao3hrE3o
1,2014-07-04T03:39:40,server,problem,BGNlCoHfJn9qSygWyQgHFCH5Ao3hrE3o
1,2014-07-04T03:39:44,server,access,rqDThgbb4zijMl7lgQgn3zQlClms86cd
1,2014-07-04T03:39:48,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:39:49,browser,video,RWIcRoyTdkfdPU5mKxSBkJ4EZeRoAuA4
1,2014-07-04T03:41:02,browser,access,rqDThgbb4zijMl7lgQgn3zQlClms86cd
1,2014-07-04T03:41:14,browser,problem,9YDyXUSSc8BMYkITKemGFjLRKwuLXarT
1,2014-07-04T03:41:16,server,access,y1Iq4ZjBESDoPpWSw50fBY89zOTTuTTD
1,2014-07-04T03:41:17,browser,problem,9YDyXUSSc8BMYkITKemGFjLRKwuLXarT
1,2014-07-04T03:41:18,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:41:18,browser,video,5e7wE6C8dJcqqRJ8V7obX1GE16g9yJGA
1,2014-07-04T03:41:51,server,access,7w4NLgufgeKC1yxK9ETiwlrkwarUjML3
1,2014-07-04T03:41:52,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T03:41:53,browser,video,En0wgTaHwmX8pU9uthWdG3Iv7SRyHIKj
1,2014-07-04T07:14:14,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T07:14:15,browser,video,A0fZEfNpHj7iC9Q8PJ9vMT8TKNPnvSpr
1,2014-07-04T07:14:16,server,access,7w4NLgufgeKC1yxK9ETiwlrkwarUjML3
1,2014-07-04T07:30:39,server,access,g1EBm9NCDjdB8NopR6XgdkylBzhgIN3y
1,2014-07-04T07:30:40,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T07:30:41,browser,video,A0fZEfNpHj7iC9Q8PJ9vMT8TKNPnvSpr
1,2014-07-04T07:35:49,browser,problem,eMar9uLUSyzm7NEwjShQmKUvA3so6VlK
1,2014-07-04T07:35:49,browser,problem,eMar9uLUSyzm7NEwjShQmKUvA3so6VlK
1,2014-07-04T07:38:00,browser,problem,eMar9uLUSyzm7NEwjShQmKUvA3so6VlK
1,2014-07-04T07:38:01,browser,problem,eMar9uLUSyzm7NEwjShQmKUvA3so6VlK
1,2014-07-04T07:38:05,browser,problem,eMar9uLUSyzm7NEwjShQmKUvA3so6VlK
1,2014-07-04T07:38:05,server,problem,eMar9uLUSyzm7NEwjShQmKUvA3so6VlK
1,2014-07-04T07:47:32,browser,access,g1EBm9NCDjdB8NopR6XgdkylBzhgIN3y
1,2014-07-04T07:48:41,browser,problem,iZXQQ6NxxiVrB3Zwz8M8lKLTef48YP8P
1,2014-07-04T07:48:41,browser,problem,iZXQQ6NxxiVrB3Zwz8M8lKLTef48YP8P
1,2014-07-04T07:48:43,browser,problem,iZXQQ6NxxiVrB3Zwz8M8lKLTef48YP8P
1,2014-07-04T07:49:31,browser,problem,iZXQQ6NxxiVrB3Zwz8M8lKLTef48YP8P
1,2014-07-04T07:49:32,browser,problem,iZXQQ6NxxiVrB3Zwz8M8lKLTef48YP8P
1,2014-07-04T07:49:33,browser,problem,iZXQQ6NxxiVrB3Zwz8M8lKLTef48YP8P
1,2014-07-04T07:49:42,server,nagivate,vPJ7ada7OqDfvYXMjnTQC3NExmLvWiUL
1,2014-07-04T07:54:35,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-04T07:54:46,server,nagivate,mphQZMqeGhpjyWlhFbnXSc23PsmhaGlY
1,2014-07-05T02:10:45,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-07-05T02:43:32,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-05T02:43:33,server,access,N8lb4c0CDJNtOSZONj2ZKsEmXwZoEwXY
1,2014-07-05T02:43:47,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-10T03:22:34,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-07-10T03:25:55,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-10T03:25:56,server,access,N8lb4c0CDJNtOSZONj2ZKsEmXwZoEwXY
1,2014-07-10T03:36:51,browser,page_close,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-11T08:34:00,server,nagivate,Oj6eQgzrdqBMlaCtaq1IkY6zruSrb71b
1,2014-07-11T08:34:09,server,access,3T6XwoiMKgol57cm29Rjy8FXVFcIomxl
1,2014-07-11T08:34:10,server,access,N8lb4c0CDJNtOSZONj2ZKsEmXwZoEwXY
