enrollment_id,log_frequency
1101,0.333333333
1107,0.033333333
1108,0.233333333
1110,0.2
1112,0.233333333
1116,0.466666667
1118,0.233333333
1124,0.166666667
1126,0.066666667
1128,0.4
1129,0.066666667
1131,0.466666667
1134,0.3
1135,0.2
1136,0.033333333
1137,0.3
1138,0.133333333
1139,0.3
1140,0.233333333
1141,0.2
1142,0.366666667
1143,0.1
1144,0.366666667
1149,0.166666667
1153,0.033333333
1154,0.1
1158,0.1
1162,0.1
1163,0.466666667
1167,0.433333333
1168,0.1
1169,0.3
1170,0.266666667
1172,0.2
1176,0.033333333
1177,0.033333333
1178,0.133333333
1179,0.1
1180,0.033333333
1183,0.233333333
1185,0.7
1186,0.1
1187,0.033333333
1188,0.166666667
1190,0.1
1191,0.166666667
1192,0.633333333
1195,0.266666667
1196,0.566666667
1199,0.033333333
1201,0.033333333
1202,0.433333333
1203,0.333333333
1204,0.033333333
1206,0.266666667
1212,0.533333333
1216,0.366666667
1222,0.1
1227,0.266666667
1228,0.033333333
1230,0.166666667
1233,0.033333333
1241,0.166666667
1244,0.033333333
1246,0.033333333
1248,0.266666667
1249,0.033333333
1250,0.133333333
1257,0.366666667
1258,0.166666667
1260,0.333333333
1263,0.1
1264,0.466666667
1268,0.233333333
1269,0.033333333
1270,0.266666667
1271,0.033333333
1273,0.033333333
1280,0.2
1281,0.533333333
1283,0.066666667
1284,0.133333333
1287,0.4
1292,0.533333333
1295,0.033333333
1296,0.133333333
1299,0.466666667
1301,0.233333333
1303,0.3
1308,0.1
1309,0.466666667
1310,0.266666667
1312,0.3
1315,0.233333333
1316,0.366666667
1318,0.266666667
1321,0.366666667
1322,0.233333333
1323,0.033333333
1328,0.066666667
1331,0.366666667
1337,0.4
1339,0.266666667
1341,0.133333333
1343,0.333333333
1344,0.266666667
1345,0.033333333
1348,0.033333333
1350,0.3
1351,0.366666667
1358,0.333333333
1364,0.4
1366,0.2
1367,0.166666667
1371,0.233333333
1372,0.466666667
1373,0.533333333
1376,0.533333333
1378,0.133333333
1379,0.333333333
1380,0.1
1386,0.2
1387,0.3
1389,0.233333333
1392,0.4
1397,0.433333333
1398,0.1
1401,0.266666667
1402,0.033333333
1404,0.366666667
1406,0.533333333
1407,0.166666667
1408,0.266666667
1410,0.166666667
1412,0.133333333
1414,0.133333333
1417,0.166666667
1418,0.033333333
1420,0.1
1423,0.8
1424,0.533333333
1425,0.1
1428,0.033333333
1429,0.3
1430,0.2
1431,0.233333333
1433,0.366666667
1437,0.433333333
1438,0.133333333
1440,0.3
1441,0.033333333
1443,0.133333333
1444,0.033333333
1450,0.333333333
1452,0.266666667
1453,0.066666667
1454,0.266666667
1455,0.3
1456,0.1
1457,0.166666667
1460,0.266666667
1462,0.066666667
1463,0.333333333
1464,0.066666667
1465,0.033333333
1466,0.366666667
1468,0.5
1473,0.566666667
1474,0.066666667
1477,0.366666667
1478,0.3
1480,0.033333333
1481,0.2
1484,0.2
1485,0.366666667
1488,0.033333333
1490,0.2
1491,0.5
1493,0.366666667
1494,0.466666667
1495,0.333333333
1497,0.5
1498,0.166666667
1499,0.233333333
1501,0.3
1503,0.2
1504,0.066666667
1506,0.333333333
1508,0.133333333
1509,0.566666667
1512,0.433333333
1513,0.266666667
1516,0.266666667
1518,0.133333333
1519,0.666666667
1521,0.6
1522,0.1
1524,0.133333333
1525,0.266666667
1529,0.166666667
1530,0.2
1532,0.033333333
1533,0.033333333
1535,0.066666667
1536,0.033333333
1537,0.2
1538,0.033333333
1542,0.1
1545,0.133333333
1546,0.466666667
1548,0.5
1549,0.033333333
1550,0.3
1551,0.266666667
1557,0.166666667
1558,0.2
1561,0.3
1562,0.033333333
1564,0.5
1565,0.2
1567,0.1
1569,0.333333333
1572,0.133333333
1573,0.166666667
1578,0.433333333
1579,0.166666667
1581,0.333333333
1582,0.233333333
1583,0.1
1585,0.3
1588,0.2
1592,0.166666667
1593,0.433333333
1594,0.366666667
1595,0.066666667
1601,0.066666667
1602,0.633333333
1604,0.466666667
1606,0.366666667
1607,0.033333333
1608,0.466666667
1609,0.3
1610,0.266666667
1612,0.166666667
1615,0.4
1616,0.133333333
1617,0.066666667
1620,0.3
1622,0.5
1627,0.366666667
1628,0.433333333
1629,0.066666667
1630,0.3
1631,0.2
1633,0.733333333
1634,0.433333333
1639,0.066666667
1640,0.566666667
1648,0.166666667
1649,0.366666667
1651,0.166666667
1652,0.366666667
1653,0.033333333
1654,0.133333333
1657,0.3
1662,0.266666667
1663,0.166666667
1668,0.066666667
1669,0.033333333
1672,0.033333333
1673,0.266666667
1674,0.066666667
1676,0.133333333
1677,0.4
1678,0.166666667
1679,0.3
1681,0.133333333
1685,0.033333333
1688,0.5
1690,0.133333333
1692,0.033333333
1694,0.166666667
1697,0.433333333
1698,0.2
1700,0.066666667
1703,0.033333333
1705,0.333333333
1707,0.3
1708,0.166666667
1711,0.1
1713,0.433333333
1715,0.1
1719,0.366666667
1720,0.2
1722,0.033333333
1724,0.033333333
1725,0.033333333
1730,0.066666667
1731,0.233333333
1732,0.1
1733,0.1
1734,0.166666667
1735,0.366666667
1736,0.4
1740,0.033333333
1745,0.066666667
1747,0.333333333
1749,0.433333333
1751,0.033333333
1752,0.133333333
1753,0.333333333
1754,0.366666667
1755,0.366666667
1757,0.166666667
1758,0.266666667
1760,0.066666667
1763,0.033333333
1764,0.066666667
1767,0.333333333
1770,0.033333333
1772,0.066666667
1776,0.1
1779,0.166666667
1780,0.433333333
1782,0.333333333
1788,0.2
1789,0.3
1790,0.2
1792,0.633333333
1793,0.133333333
1794,0.266666667
1795,0.266666667
1799,0.133333333
1800,0.4
1801,0.1
1803,0.1
1804,0.8
1805,0.066666667
1806,0.033333333
1811,0.1
1813,0.033333333
1816,0.033333333
1817,0.066666667
1818,0.133333333
1819,0.166666667
1821,0.066666667
1826,0.366666667
1828,0.066666667
1829,0.033333333
1830,0.1
1831,0.033333333
1832,0.133333333
1833,0.033333333
1835,0.066666667
1838,0.033333333
1842,0.033333333
1844,0.1
1845,0.366666667
1849,0.033333333
1852,0.066666667
1856,0.666666667
1859,0.266666667
1861,0.733333333
1862,0.2
1864,0.033333333
1865,0.166666667
1867,0.033333333
1869,0.033333333
1870,0.033333333
1872,0.066666667
1873,0.066666667
1874,0.033333333
1875,0.066666667
1876,0.033333333
1878,0.1
1879,0.133333333
1880,0.066666667
1882,0.033333333
1883,0.033333333
1886,0.033333333
1888,0.066666667
1891,0.333333333
1893,0.033333333
1894,0.466666667
1895,0.033333333
1899,0.266666667
1902,0.066666667
1903,0.466666667
1906,0.033333333
1910,0.233333333
1911,0.033333333
1913,0.1
1915,0.033333333
1917,0.033333333
1922,0.233333333
1923,0.566666667
1926,0.066666667
1929,0.066666667
1931,0.5
1932,0.133333333
1933,0.533333333
1934,0.033333333
1938,0.033333333
1940,0.1
1941,0.033333333
1945,0.166666667
1947,0.033333333
1948,0.033333333
1949,0.033333333
1950,0.033333333
1951,0.2
1952,0.033333333
1959,0.666666667
1960,0.1
1963,0.1
1964,0.366666667
1967,0.4
1970,0.366666667
1973,0.266666667
1974,0.366666667
1977,0.033333333
1979,0.166666667
1980,0.233333333
1981,1
1983,0.166666667
1986,0.066666667
1989,0.2
1990,0.4
1991,0.9
1995,0.133333333
1997,0.133333333
1998,0.3
2001,0.3
2003,0.4
2004,0.3
2005,0.4
2007,0.466666667
2008,0.166666667
2009,0.466666667
2010,0.1
2012,0.266666667
2019,0.866666667
2020,0.266666667
2023,0.1
2025,0.033333333
2026,0.1
2034,0.066666667
2037,0.433333333
2039,0.033333333
2040,0.2
2043,0.566666667
2045,0.066666667
2047,0.3
2048,0.066666667
2049,0.4
2050,0.033333333
2051,0.966666667
2052,0.3
2054,0.066666667
2055,0.166666667
2058,0.033333333
2059,0.433333333
2065,0.466666667
2066,0.033333333
2067,0.233333333
2069,0.1
2074,0.2
2076,0.266666667
2077,0.1
2079,0.133333333
2081,0.433333333
2085,0.333333333
2086,0.366666667
2088,0.466666667
2092,0.433333333
2094,0.3
2095,0.333333333
2097,0.233333333
2100,0.466666667
2102,0.033333333
2103,0.033333333
2104,0.333333333
2105,0.1
2109,0.4
2110,0.066666667
2113,0.066666667
2114,0.666666667
2116,0.133333333
2120,0.333333333
2124,0.1
2126,0.2
2128,0.3
2129,0.5
2131,0.2
2132,0.133333333
2137,0.6
2140,0.3
2144,0.166666667
2148,0.4
2152,0.533333333
2153,0.266666667
2155,0.066666667
2156,0.4
2161,0.033333333
2162,0.133333333
2166,0.033333333
2167,0.3
2168,0.166666667
2169,0.166666667
2170,0.133333333
2171,0.066666667
2173,0.266666667
2176,0.6
2178,0.333333333
2179,0.066666667
2181,0.066666667
2182,0.066666667
2184,0.133333333
2185,0.6
2186,0.066666667
2187,0.333333333
2190,0.033333333
2191,0.133333333
2192,0.166666667
2194,0.066666667
2195,0.1
2197,0.033333333
2198,0.033333333
2199,0.1
2201,0.833333333
2202,0.366666667
2206,0.033333333
2208,0.166666667
2209,0.333333333
2210,0.333333333
2213,0.866666667
2214,0.2
2215,0.233333333
2217,0.133333333
2219,0.066666667
2220,0.3
2222,0.433333333
2224,0.133333333
2225,0.3
2227,0.566666667
2228,0.2
2229,0.1
2230,0.4
2232,0.2
2233,0.033333333
2234,0.033333333
2235,0.333333333
2236,0.666666667
2239,0.133333333
2240,0.033333333
2241,0.733333333
2242,0.033333333
2245,0.233333333
2246,0.2
2248,0.033333333
2249,0.033333333
2251,0.8
2255,0.1
2257,0.2
2258,0.066666667
2259,0.5
2260,0.133333333
2261,0.3
2263,0.3
2264,0.233333333
2265,0.466666667
2273,0.1
2281,0.133333333
2283,0.166666667
2284,0.133333333
2285,0.266666667
2287,0.266666667
2288,0.1
2291,0.166666667
2292,0.333333333
2294,0.133333333
2295,0.1
2296,0.033333333
2297,0.433333333
2299,0.033333333
2300,0.166666667
2301,0.066666667
2307,0.066666667
2308,0.033333333
2309,0.466666667
2313,0.033333333
2317,0.1
2319,0.5
2321,0.033333333
2331,0.166666667
2332,0.4
2334,0.033333333
2335,0.033333333
2341,0.033333333
2342,0.033333333
2344,0.1
2354,0.033333333
2358,0.1
2359,0.2
2361,0.033333333
2362,0.133333333
2364,0.033333333
2368,0.333333333
2370,0.066666667
2372,0.166666667
2375,0.266666667
2379,0.066666667
2386,0.233333333
2394,0.033333333
2397,0.1
2399,0.133333333
2401,0.2
2402,0.033333333
2403,0.066666667
2411,0.233333333
2415,0.033333333
2416,0.2
2417,0.066666667
2418,0.066666667
2420,0.2
2425,0.033333333
2428,0.033333333
2429,0.3
2430,0.033333333
2432,0.5
2434,0.1
2436,0.033333333
2439,0.5
2440,0.7
2441,0.2
2445,0.3
2448,0.366666667
2449,0.066666667
2454,0.2
2455,0.033333333
2458,0.266666667
2459,0.466666667
2460,0.233333333
2464,0.133333333
2468,0.033333333
2470,0.6
2474,0.166666667
2475,0.4
2476,0.1
2479,0.133333333
2481,0.2
2484,0.266666667
2485,0.566666667
2487,0.066666667
2488,0.1
2490,0.166666667
2492,0.066666667
2495,0.033333333
2496,0.466666667
2500,0.066666667
2503,0.5
2504,0.066666667
2505,0.066666667
2507,0.166666667
2508,0.5
2509,0.166666667
2514,0.133333333
2517,0.066666667
2520,0.4
2521,0.933333333
2522,0.1
2523,0.033333333
2524,0.066666667
2525,0.3
2527,0.133333333
2528,0.466666667
2530,0.133333333
2533,0.2
2534,0.933333333
2535,0.166666667
2537,0.033333333
2542,0.033333333
2544,0.2
2545,0.566666667
2546,0.1
2547,0.066666667
2548,0.066666667
2549,0.066666667
2552,0.233333333
2554,0.233333333
2555,0.6
2556,0.033333333
2557,0.133333333
2559,0.033333333
2560,0.633333333
2564,0.033333333
2566,0.466666667
2569,0.6
2570,0.133333333
2573,0.566666667
2576,0.4
2578,0.2
2579,0.266666667
2580,0.4
2582,0.033333333
2583,0.533333333
2587,0.166666667
2588,0.2
2589,0.133333333
2590,0.166666667
2591,0.033333333
2595,0.166666667
2597,0.2
2598,0.366666667
2599,0.1
2603,0.533333333
2608,0.3
2610,0.266666667
2611,0.166666667
2613,0.2
2615,0.233333333
2621,0.033333333
2622,0.333333333
2623,0.133333333
2624,0.433333333
2627,0.433333333
2628,0.033333333
2629,0.166666667
2631,0.033333333
2632,0.033333333
2634,0.1
2636,0.366666667
2637,0.033333333
2638,0.1
2639,0.166666667
2641,0.533333333
2643,0.466666667
2644,0.5
2645,0.066666667
2647,0.033333333
2648,0.133333333
2650,0.033333333
2651,0.433333333
2652,0.433333333
2656,0.033333333
2657,0.1
2659,0.1
2662,0.066666667
2663,0.033333333
2666,0.266666667
2669,0.3
2673,0.066666667
2674,0.066666667
2677,0.366666667
2682,0.3
2683,0.233333333
2684,0.166666667
2688,0.166666667
2689,0.033333333
2692,0.1
2694,0.1
2695,0.366666667
2696,0.1
2702,0.266666667
2703,0.333333333
2704,0.133333333
2707,0.033333333
2716,0.066666667
2718,0.033333333
2719,0.633333333
2720,0.166666667
2721,0.6
2724,0.166666667
2725,0.066666667
2726,0.233333333
2727,0.5
2730,0.033333333
2734,0.2
2737,0.466666667
2741,0.5
2743,0.2
2745,0.133333333
2750,0.366666667
2751,0.666666667
2752,0.166666667
2757,0.1
2758,0.2
2760,0.333333333
2761,0.2
2764,0.033333333
2766,0.033333333
2767,0.333333333
2768,0.166666667
2772,0.433333333
2774,0.133333333
2775,0.033333333
2776,0.133333333
2777,0.233333333
2779,0.033333333
2783,0.033333333
2786,0.1
2787,0.1
2791,0.233333333
2792,0.4
2793,0.033333333
2794,0.033333333
2799,0.033333333
2800,0.1
2801,0.3
2807,0.366666667
2808,0.266666667
2809,0.133333333
2811,0.4
2813,0.033333333
2820,0.3
2821,0.233333333
2825,0.333333333
2829,0.1
2830,0.033333333
2833,0.033333333
2835,0.033333333
2836,0.2
2838,0.033333333
2842,0.266666667
2843,0.8
2844,0.033333333
2845,0.033333333
2846,0.1
2848,0.033333333
2849,0.333333333
2853,0.2
2856,0.033333333
2859,0.033333333
2861,0.266666667
2865,0.533333333
2868,0.066666667
2869,0.133333333
2870,0.1
2871,0.233333333
2872,0.4
2876,0.433333333
2880,0.233333333
2882,0.1
2883,0.766666667
2884,0.1
2885,0.4
2887,0.133333333
2889,0.433333333
2890,0.033333333
2891,0.266666667
2893,0.1
2894,0.033333333
2899,0.533333333
2901,0.8
2907,0.033333333
2909,0.033333333
2911,0.033333333
2913,0.166666667
2915,0.4
2916,0.733333333
2919,0.233333333
2922,0.033333333
2923,0.6
2924,0.033333333
2925,0.033333333
2926,0.233333333
2927,0.4
2928,0.166666667
2929,0.033333333
2934,0.266666667
2935,0.033333333
2937,0.233333333
2939,0.033333333
2941,0.233333333
2942,0.233333333
2943,0.333333333
2944,0.6
2945,0.166666667
2946,0.066666667
2949,0.466666667
2951,0.466666667
2952,0.033333333
2954,0.066666667
2956,0.033333333
2957,0.133333333
2964,0.133333333
2967,0.3
2969,0.4
2978,0.233333333
2979,0.6
2980,0.133333333
2982,0.333333333
2985,0.566666667
2986,0.2
2987,0.2
2990,0.266666667
2991,0.1
2996,0.2
2998,0.066666667
3000,0.033333333
3001,0.3
3004,0.633333333
3006,0.1
3007,0.433333333
3012,0.133333333
3013,0.1
3014,0.6
3016,0.133333333
3020,0.3
3022,0.233333333
3024,0.233333333
3025,0.633333333
3026,0.366666667
3029,0.066666667
3033,0.233333333
3035,0.2
3036,0.066666667
3039,0.4
3040,0.233333333
3042,0.133333333
3043,0.266666667
3044,0.466666667
3045,0.033333333
3046,0.2
3048,0.033333333
3052,0.1
3053,0.2
3055,0.433333333
3056,0.033333333
3058,0.133333333
3059,0.2
3062,0.5
3063,0.033333333
3064,0.133333333
3065,0.2
3070,0.066666667
3071,0.133333333
3072,0.166666667
3073,0.233333333
3075,0.066666667
3077,0.633333333
3079,0.066666667
3080,0.066666667
3081,0.433333333
3082,0.266666667
3085,0.433333333
3089,0.2
3090,0.233333333
3094,0.233333333
3095,0.233333333
3096,0.133333333
3097,0.233333333
3101,0.133333333
3104,0.366666667
3107,0.033333333
3110,0.266666667
3113,0.133333333
3115,0.2
3118,0.266666667
3120,0.1
3121,0.033333333
3122,0.166666667
3123,0.033333333
3124,0.033333333
3125,0.4
3127,0.033333333
3129,0.133333333
3130,0.433333333
3131,0.166666667
3132,0.266666667
3134,0.033333333
3135,0.033333333
3136,0.033333333
3138,0.2
3140,0.233333333
3141,0.1
3142,0.2
3143,0.233333333
3144,0.2
3145,0.433333333
3146,0.033333333
3147,0.433333333
3149,0.266666667
3150,0.5
3151,0.033333333
3153,0.066666667
3156,0.033333333
3157,0.233333333
3159,0.233333333
3162,0.166666667
3163,0.1
3164,0.366666667
3167,0.2
3168,0.5
3169,0.233333333
3170,0.033333333
3172,0.2
3173,0.166666667
3174,0.033333333
3175,0.066666667
3176,0.033333333
3177,0.266666667
3179,0.133333333
3181,0.166666667
3185,0.033333333
3189,0.133333333
3192,0.1
3195,0.033333333
3196,0.266666667
3198,0.1
3200,0.033333333
3201,0.6
3202,0.1
3206,0.533333333
3207,0.033333333
3209,0.166666667
3212,0.466666667
3215,0.033333333
3216,0.033333333
3217,0.166666667
3220,0.2
3221,0.133333333
3223,0.1
3224,0.166666667
3225,0.033333333
3228,0.1
3230,0.1
3231,0.233333333
3232,0.166666667
3233,0.033333333
3235,0.033333333
3236,0.4
3237,0.3
3239,0.066666667
3240,0.566666667
3241,0.066666667
3243,0.033333333
3245,0.333333333
3246,0.233333333
3249,0.366666667
3251,0.2
3256,0.733333333
3257,0.133333333
3262,0.033333333
3263,0.1
3264,0.2
3266,0.566666667
3270,0.033333333
3272,0.066666667
3273,0.166666667
3274,0.033333333
3275,0.066666667
3277,0.066666667
3278,0.066666667
3280,0.2
3281,0.233333333
3282,0.1
3283,0.233333333
3287,0.5
3289,0.066666667
3290,0.266666667
3291,0.3
3295,0.6
3296,0.133333333
3298,0.066666667
3300,0.533333333
3305,0.266666667
3307,0.466666667
3308,0.066666667
3311,0.4
3312,0.533333333
3313,0.033333333
3315,0.033333333
3316,0.233333333
3317,0.366666667
3318,0.033333333
3319,0.466666667
3320,0.033333333
3323,0.033333333
3325,0.1
3326,0.366666667
3327,0.033333333
3332,0.233333333
3335,0.166666667
3343,0.133333333
3344,0.066666667
3346,0.1
3347,0.366666667
3348,0.1
3350,0.2
3351,0.266666667
3352,0.466666667
3358,0.033333333
3360,0.133333333
3363,0.066666667
3364,0.033333333
3366,0.066666667
3368,0.033333333
3369,0.166666667
3370,0.233333333
3371,0.066666667
3372,0.5
3375,0.166666667
3377,0.133333333
3378,0.133333333
3381,0.033333333
3382,0.3
3384,0.133333333
3387,0.2
3393,0.033333333
3394,0.033333333
3396,0.033333333
3397,0.333333333
3398,0.1
3399,0.1
3401,0.2
3402,0.3
3404,0.2
3405,0.066666667
3406,0.033333333
3408,0.033333333
3409,0.033333333
3411,0.1
3413,0.133333333
3415,0.233333333
3416,0.666666667
3419,0.166666667
3428,0.033333333
3429,0.2
3430,0.3
3433,0.166666667
3438,0.066666667
3440,0.466666667
3441,0.266666667
3442,0.133333333
3446,0.033333333
3451,0.033333333
3452,0.133333333
3454,0.366666667
3455,0.266666667
3459,0.266666667
3461,0.066666667
3463,0.033333333
3464,0.233333333
3465,0.266666667
3466,0.1
3467,0.133333333
3468,0.2
3469,0.1
3473,0.333333333
3475,0.033333333
3476,0.066666667
3482,0.033333333
3488,0.533333333
3489,0.033333333
3494,0.033333333
3498,0.133333333
3499,0.133333333
3500,0.166666667
3504,0.1
3505,0.4
3506,0.066666667
3507,0.066666667
3508,0.033333333
3511,0.133333333
3514,0.233333333
3516,0.066666667
3517,0.033333333
3518,0.133333333
3519,0.033333333
3520,0.1
3521,0.033333333
3523,0.066666667
3525,0.3
3527,0.333333333
3528,0.033333333
3529,0.266666667
3531,0.033333333
3534,0.033333333
3535,0.133333333
3537,0.033333333
3541,0.133333333
3542,0.133333333
3543,0.033333333
