enrollment_id,course_start_time
166,2014-06-12T16:00:00
167,2014-06-12T16:00:00
170,2014-06-04T01:00:00
172,2014-06-04T01:00:00
173,2014-06-12T16:00:00
174,2014-06-04T01:00:00
175,2014-06-04T01:00:00
176,2014-06-12T16:00:00
180,2014-06-12T16:00:00
182,2014-06-04T01:00:00
186,2014-06-12T16:00:00
189,2014-06-12T16:00:00
190,2014-06-04T01:00:00
192,2014-06-19T00:00:00
193,2014-06-15T16:00:00
196,2014-06-12T16:00:00
198,2014-06-12T16:00:00
199,2014-06-19T00:00:00
200,2014-06-09T01:00:00
201,2014-06-12T16:00:00
204,2014-06-04T01:00:00
208,2014-06-12T16:00:00
209,2014-06-12T16:00:00
214,2014-06-04T01:00:00
219,2014-06-19T00:00:00
221,2014-06-12T16:00:00
222,2014-06-04T01:00:00
223,2014-06-11T01:00:00
227,2014-06-12T16:00:00
228,2014-06-15T16:00:00
230,2014-06-11T01:00:00
231,2014-06-12T16:00:00
233,2014-06-04T01:00:00
234,2014-06-12T16:00:00
235,2014-06-12T16:00:00
239,2014-06-04T01:00:00
241,2014-06-04T01:00:00
242,2014-06-12T16:00:00
244,2014-06-12T16:00:00
245,2014-06-12T16:00:00
248,2014-06-19T00:00:00
250,2014-06-12T16:00:00
251,2014-06-12T16:00:00
252,2014-06-12T16:00:00
254,2014-06-12T16:00:00
255,2014-06-19T00:00:00
256,2014-06-12T16:00:00
258,2014-06-04T01:00:00
261,2014-06-12T16:00:00
262,2014-06-04T01:00:00
264,2014-06-12T16:00:00
266,2014-06-11T01:00:00
267,2014-06-12T16:00:00
268,2014-06-12T16:00:00
269,2014-06-12T16:00:00
270,2014-06-04T01:00:00
272,2014-06-09T01:00:00
277,2014-06-12T16:00:00
278,2014-06-12T16:00:00
279,2014-06-12T16:00:00
280,2014-06-04T01:00:00
281,2014-06-12T16:00:00
284,2014-06-19T00:00:00
288,2014-06-12T16:00:00
293,2014-06-12T16:00:00
294,2014-06-04T01:00:00
297,2014-06-12T16:00:00
298,2014-06-12T16:00:00
301,2014-06-12T16:00:00
302,2014-06-12T16:00:00
307,2014-06-04T01:00:00
309,2014-06-04T01:00:00
310,2014-06-04T01:00:00
311,2014-06-12T16:00:00
313,2014-06-12T16:00:00
314,2014-06-12T16:00:00
315,2014-06-12T16:00:00
316,2014-06-12T16:00:00
317,2014-06-04T01:00:00
319,2014-06-12T16:00:00
320,2014-06-19T00:00:00
321,2014-06-12T16:00:00
323,2014-06-12T16:00:00
324,2014-06-04T01:00:00
325,2014-06-12T16:00:00
327,2014-06-12T16:00:00
329,2014-06-11T01:00:00
332,2014-06-12T16:00:00
334,2014-06-12T16:00:00
335,2014-06-04T01:00:00
338,2014-06-15T16:00:00
339,2014-06-12T16:00:00
340,2014-06-12T16:00:00
341,2014-06-12T16:00:00
343,2014-06-12T16:00:00
345,2014-06-12T16:00:00
346,2014-06-12T16:00:00
351,2014-06-12T16:00:00
352,2014-06-12T16:00:00
353,2014-06-04T01:00:00
354,2014-06-12T16:00:00
355,2014-06-12T16:00:00
357,2014-06-15T16:00:00
358,2014-06-12T16:00:00
361,2014-06-04T01:00:00
364,2014-06-12T16:00:00
366,2014-06-12T16:00:00
367,2014-06-12T16:00:00
370,2014-06-04T01:00:00
371,2014-06-12T16:00:00
373,2014-06-19T00:00:00
375,2014-06-12T16:00:00
377,2014-06-04T01:00:00
382,2014-06-12T16:00:00
386,2014-06-04T01:00:00
393,2014-06-12T16:00:00
394,2014-06-12T16:00:00
396,2014-06-12T16:00:00
398,2014-06-12T16:00:00
399,2014-06-12T16:00:00
400,2014-06-04T01:00:00
402,2014-06-12T16:00:00
406,2014-06-12T16:00:00
407,2014-06-04T01:00:00
410,2014-06-12T16:00:00
412,2014-06-04T01:00:00
420,2014-06-12T16:00:00
424,2014-06-04T01:00:00
425,2014-06-12T16:00:00
426,2014-06-12T16:00:00
431,2014-06-04T01:00:00
433,2014-06-19T00:00:00
435,2014-06-04T01:00:00
436,2014-06-12T16:00:00
438,2014-06-12T16:00:00
441,2014-06-12T16:00:00
442,2014-06-12T16:00:00
444,2014-06-12T16:00:00
445,2014-06-11T01:00:00
446,2014-06-04T01:00:00
447,2014-06-09T01:00:00
448,2014-06-04T01:00:00
450,2014-06-12T16:00:00
451,2014-06-12T16:00:00
454,2014-06-04T01:00:00
458,2014-06-04T01:00:00
459,2014-06-12T16:00:00
460,2014-06-04T01:00:00
461,2014-06-11T01:00:00
463,2014-06-12T16:00:00
464,2014-06-12T16:00:00
466,2014-06-04T01:00:00
467,2014-06-12T16:00:00
469,2014-06-12T16:00:00
471,2014-06-12T16:00:00
474,2014-06-12T16:00:00
480,2014-06-12T16:00:00
482,2014-06-12T16:00:00
484,2014-06-04T01:00:00
486,2014-06-04T01:00:00
490,2014-06-12T16:00:00
491,2014-06-12T16:00:00
493,2014-06-19T00:00:00
496,2014-06-12T16:00:00
500,2014-06-04T01:00:00
501,2014-06-04T01:00:00
509,2014-06-04T01:00:00
511,2014-06-04T01:00:00
512,2014-06-04T01:00:00
514,2014-06-12T16:00:00
515,2014-06-12T16:00:00
516,2014-06-12T16:00:00
517,2014-06-12T16:00:00
518,2014-06-12T16:00:00
520,2014-06-12T16:00:00
522,2014-06-12T16:00:00
523,2014-06-12T16:00:00
525,2014-06-04T01:00:00
526,2014-06-12T16:00:00
530,2014-06-12T16:00:00
532,2014-06-12T16:00:00
533,2014-06-15T16:00:00
534,2014-06-04T01:00:00
535,2014-06-11T01:00:00
536,2014-06-04T01:00:00
541,2014-06-12T16:00:00
543,2014-06-12T16:00:00
545,2014-06-04T01:00:00
546,2014-06-04T01:00:00
547,2014-06-04T01:00:00
548,2014-06-12T16:00:00
550,2014-06-12T16:00:00
553,2014-06-12T16:00:00
555,2014-06-19T00:00:00
556,2014-06-04T01:00:00
562,2014-06-04T01:00:00
566,2014-06-04T01:00:00
576,2014-06-12T16:00:00
579,2014-06-12T16:00:00
580,2014-06-12T16:00:00
581,2014-06-12T16:00:00
582,2014-06-12T16:00:00
587,2014-06-04T01:00:00
588,2014-06-12T16:00:00
590,2014-06-04T01:00:00
591,2014-06-11T01:00:00
592,2014-06-12T16:00:00
598,2014-06-12T16:00:00
599,2014-06-12T16:00:00
600,2014-06-12T16:00:00
602,2014-06-12T16:00:00
603,2014-06-12T16:00:00
611,2014-06-04T01:00:00
612,2014-06-12T16:00:00
613,2014-06-12T16:00:00
614,2014-06-04T01:00:00
616,2014-06-12T16:00:00
617,2014-06-04T01:00:00
620,2014-06-12T16:00:00
621,2014-06-11T01:00:00
625,2014-06-12T16:00:00
627,2014-06-04T01:00:00
629,2014-06-12T16:00:00
633,2014-06-12T16:00:00
634,2014-06-12T16:00:00
636,2014-06-04T01:00:00
639,2014-06-12T16:00:00
643,2014-06-15T16:00:00
644,2014-06-12T16:00:00
646,2014-06-12T16:00:00
650,2014-06-12T16:00:00
654,2014-06-12T16:00:00
658,2014-06-04T01:00:00
659,2014-06-04T01:00:00
662,2014-06-12T16:00:00
667,2014-06-12T16:00:00
668,2014-06-11T01:00:00
673,2014-06-04T01:00:00
676,2014-06-04T01:00:00
677,2014-06-12T16:00:00
682,2014-06-04T01:00:00
683,2014-06-04T01:00:00
687,2014-06-04T01:00:00
689,2014-06-04T01:00:00
692,2014-06-12T16:00:00
697,2014-06-11T01:00:00
699,2014-06-12T16:00:00
701,2014-06-12T16:00:00
704,2014-06-12T16:00:00
705,2014-06-04T01:00:00
707,2014-06-12T16:00:00
711,2014-06-12T16:00:00
712,2014-06-12T16:00:00
714,2014-06-04T01:00:00
715,2014-06-12T16:00:00
717,2014-06-12T16:00:00
718,2014-06-12T16:00:00
719,2014-06-04T01:00:00
721,2014-06-09T01:00:00
722,2014-06-12T16:00:00
724,2014-06-12T16:00:00
725,2014-06-12T16:00:00
728,2014-06-12T16:00:00
730,2014-06-12T16:00:00
731,2014-06-12T16:00:00
734,2014-06-12T16:00:00
736,2014-06-12T16:00:00
738,2014-06-04T01:00:00
740,2014-06-12T16:00:00
742,2014-06-12T16:00:00
744,2014-06-09T01:00:00
745,2014-06-12T16:00:00
746,2014-06-12T16:00:00
749,2014-06-12T16:00:00
750,2014-06-04T01:00:00
753,2014-06-04T01:00:00
756,2014-06-04T01:00:00
757,2014-06-12T16:00:00
760,2014-06-04T01:00:00
761,2014-06-12T16:00:00
763,2014-06-12T16:00:00
769,2014-06-12T16:00:00
773,2014-06-12T16:00:00
774,2014-06-12T16:00:00
775,2014-06-12T16:00:00
777,2014-06-19T00:00:00
778,2014-06-12T16:00:00
780,2014-06-19T00:00:00
781,2014-06-12T16:00:00
783,2014-06-04T01:00:00
785,2014-06-04T01:00:00
789,2014-06-12T16:00:00
792,2014-06-04T01:00:00
793,2014-06-04T01:00:00
796,2014-06-19T00:00:00
799,2014-06-12T16:00:00
800,2014-06-04T01:00:00
803,2014-06-04T01:00:00
804,2014-06-11T01:00:00
806,2014-06-12T16:00:00
809,2014-06-12T16:00:00
810,2014-06-12T16:00:00
815,2014-06-12T16:00:00
818,2014-06-15T16:00:00
820,2014-06-04T01:00:00
822,2014-06-04T01:00:00
824,2014-06-04T01:00:00
830,2014-06-12T16:00:00
835,2014-06-12T16:00:00
837,2014-06-11T01:00:00
838,2014-06-11T01:00:00
839,2014-06-12T16:00:00
840,2014-06-12T16:00:00
841,2014-06-12T16:00:00
845,2014-06-19T00:00:00
850,2014-06-04T01:00:00
852,2014-06-12T16:00:00
854,2014-06-11T01:00:00
858,2014-06-12T16:00:00
860,2014-06-04T01:00:00
861,2014-06-04T01:00:00
862,2014-06-12T16:00:00
863,2014-06-04T01:00:00
865,2014-06-12T16:00:00
868,2014-06-04T01:00:00
871,2014-06-12T16:00:00
873,2014-06-04T01:00:00
875,2014-06-12T16:00:00
877,2014-06-04T01:00:00
878,2014-06-12T16:00:00
882,2014-06-04T01:00:00
884,2014-06-19T00:00:00
885,2014-06-12T16:00:00
887,2014-06-12T16:00:00
888,2014-06-11T01:00:00
890,2014-06-12T16:00:00
891,2014-06-04T01:00:00
893,2014-06-04T01:00:00
899,2014-06-12T16:00:00
900,2014-06-12T16:00:00
903,2014-06-12T16:00:00
904,2014-06-12T16:00:00
906,2014-06-12T16:00:00
907,2014-06-12T16:00:00
917,2014-06-04T01:00:00
919,2014-06-12T16:00:00
922,2014-06-12T16:00:00
923,2014-06-12T16:00:00
924,2014-06-04T01:00:00
925,2014-06-12T16:00:00
930,2014-06-12T16:00:00
933,2014-06-12T16:00:00
936,2014-06-19T00:00:00
937,2014-06-19T00:00:00
938,2014-06-04T01:00:00
939,2014-06-04T01:00:00
941,2014-06-12T16:00:00
942,2014-06-11T01:00:00
945,2014-06-12T16:00:00
946,2014-06-04T01:00:00
950,2014-06-04T01:00:00
951,2014-06-04T01:00:00
952,2014-06-04T01:00:00
953,2014-06-04T01:00:00
954,2014-06-12T16:00:00
955,2014-06-12T16:00:00
956,2014-06-19T00:00:00
958,2014-06-12T16:00:00
960,2014-06-11T01:00:00
962,2014-06-04T01:00:00
964,2014-06-12T16:00:00
965,2014-06-12T16:00:00
966,2014-06-19T00:00:00
967,2014-06-12T16:00:00
970,2014-06-12T16:00:00
971,2014-06-04T01:00:00
974,2014-06-04T01:00:00
976,2014-06-04T01:00:00
978,2014-06-12T16:00:00
984,2014-06-04T01:00:00
985,2014-06-12T16:00:00
987,2014-06-11T01:00:00
988,2014-06-12T16:00:00
989,2014-06-12T16:00:00
991,2014-06-19T00:00:00
992,2014-06-04T01:00:00
996,2014-06-12T16:00:00
997,2014-06-04T01:00:00
999,2014-06-19T00:00:00
1000,2014-06-12T16:00:00
1001,2014-06-12T16:00:00
1002,2014-06-04T01:00:00
1008,2014-06-04T01:00:00
1011,2014-06-12T16:00:00
1018,2014-06-12T16:00:00
1019,2014-06-04T01:00:00
1020,2014-06-12T16:00:00
1021,2014-06-04T01:00:00
1022,2014-06-04T01:00:00
1023,2014-06-04T01:00:00
1028,2014-06-12T16:00:00
1029,2014-06-12T16:00:00
1037,2014-06-04T01:00:00
1040,2014-06-12T16:00:00
1041,2014-06-11T01:00:00
1043,2014-06-12T16:00:00
1044,2014-06-11T01:00:00
1045,2014-06-04T01:00:00
1049,2014-06-12T16:00:00
1050,2014-06-12T16:00:00
1052,2014-06-19T00:00:00
1054,2014-06-12T16:00:00
1056,2014-06-04T01:00:00
1057,2014-06-04T01:00:00
1058,2014-06-04T01:00:00
1066,2014-06-04T01:00:00
1069,2014-06-12T16:00:00
1073,2014-06-12T16:00:00
1074,2014-06-12T16:00:00
1075,2014-06-04T01:00:00
1076,2014-06-12T16:00:00
1077,2014-06-12T16:00:00
1082,2014-06-04T01:00:00
1084,2014-06-12T16:00:00
1085,2014-06-12T16:00:00
1086,2014-06-12T16:00:00
1087,2014-06-12T16:00:00
1088,2014-06-12T16:00:00
1089,2014-06-12T16:00:00
1090,2014-06-19T00:00:00
1091,2014-06-12T16:00:00
1092,2014-06-12T16:00:00
1095,2014-06-04T01:00:00
1096,2014-06-12T16:00:00
1098,2014-06-04T01:00:00
1101,2014-06-12T16:00:00
1107,2014-06-12T16:00:00
1108,2014-06-04T01:00:00
1110,2014-06-04T01:00:00
1112,2014-06-04T01:00:00
1116,2014-06-12T16:00:00
1118,2014-06-04T01:00:00
1124,2014-06-04T01:00:00
1126,2014-06-12T16:00:00
1128,2014-06-12T16:00:00
1129,2014-06-04T01:00:00
1131,2014-06-04T01:00:00
1134,2014-06-19T00:00:00
1135,2014-06-04T01:00:00
1136,2014-06-12T16:00:00
1137,2014-06-12T16:00:00
1138,2014-06-11T01:00:00
1139,2014-06-04T01:00:00
1140,2014-06-12T16:00:00
1141,2014-06-12T16:00:00
1142,2014-06-12T16:00:00
1143,2014-06-12T16:00:00
1144,2014-06-12T16:00:00
1149,2014-06-12T16:00:00
1153,2014-06-09T01:00:00
1154,2014-06-12T16:00:00
1158,2014-06-09T01:00:00
1162,2014-06-04T01:00:00
1163,2014-06-15T16:00:00
1167,2014-06-12T16:00:00
1168,2014-06-09T01:00:00
1169,2014-06-12T16:00:00
1170,2014-06-12T16:00:00
1172,2014-06-04T01:00:00
1176,2014-06-12T16:00:00
1177,2014-06-04T01:00:00
1178,2014-06-04T01:00:00
1179,2014-06-11T01:00:00
1180,2014-06-04T01:00:00
1183,2014-06-04T01:00:00
1185,2014-06-12T16:00:00
1186,2014-06-12T16:00:00
1187,2014-06-12T16:00:00
1188,2014-06-15T16:00:00
1190,2014-06-04T01:00:00
1191,2014-06-12T16:00:00
1192,2014-06-12T16:00:00
1195,2014-06-04T01:00:00
1196,2014-06-15T16:00:00
1199,2014-06-12T16:00:00
1201,2014-06-15T16:00:00
1202,2014-06-12T16:00:00
1203,2014-06-12T16:00:00
1204,2014-06-12T16:00:00
1206,2014-06-19T00:00:00
1212,2014-06-12T16:00:00
1216,2014-06-12T16:00:00
1222,2014-06-12T16:00:00
1227,2014-06-19T00:00:00
1228,2014-06-12T16:00:00
1230,2014-06-12T16:00:00
1233,2014-06-04T01:00:00
1241,2014-06-04T01:00:00
1244,2014-06-04T01:00:00
1246,2014-06-15T16:00:00
1248,2014-06-12T16:00:00
1249,2014-06-04T01:00:00
1250,2014-06-04T01:00:00
1257,2014-06-12T16:00:00
1258,2014-06-12T16:00:00
1260,2014-06-19T00:00:00
1263,2014-06-04T01:00:00
1264,2014-06-12T16:00:00
1268,2014-06-12T16:00:00
1269,2014-06-19T00:00:00
1270,2014-06-12T16:00:00
1271,2014-06-12T16:00:00
1273,2014-06-04T01:00:00
1280,2014-06-12T16:00:00
1281,2014-06-04T01:00:00
1283,2014-06-12T16:00:00
1284,2014-06-12T16:00:00
1287,2014-06-12T16:00:00
1292,2014-06-12T16:00:00
1295,2014-06-04T01:00:00
1296,2014-06-04T01:00:00
1299,2014-06-12T16:00:00
1301,2014-06-12T16:00:00
1303,2014-06-12T16:00:00
1308,2014-06-04T01:00:00
1309,2014-06-12T16:00:00
1310,2014-06-12T16:00:00
1312,2014-06-04T01:00:00
1315,2014-06-19T00:00:00
1316,2014-06-12T16:00:00
1318,2014-06-12T16:00:00
1321,2014-06-12T16:00:00
1322,2014-06-04T01:00:00
1323,2014-06-04T01:00:00
1328,2014-06-09T01:00:00
1331,2014-06-12T16:00:00
1337,2014-06-12T16:00:00
1339,2014-06-12T16:00:00
1341,2014-06-04T01:00:00
1343,2014-06-12T16:00:00
1344,2014-06-12T16:00:00
1345,2014-06-19T00:00:00
1348,2014-06-04T01:00:00
1350,2014-06-12T16:00:00
1351,2014-06-12T16:00:00
1358,2014-06-04T01:00:00
1364,2014-06-12T16:00:00
1366,2014-06-04T01:00:00
1367,2014-06-04T01:00:00
1371,2014-06-12T16:00:00
1372,2014-06-12T16:00:00
1373,2014-06-12T16:00:00
1376,2014-06-12T16:00:00
1378,2014-06-04T01:00:00
1379,2014-06-12T16:00:00
1380,2014-06-04T01:00:00
1386,2014-06-12T16:00:00
1387,2014-06-12T16:00:00
1389,2014-06-12T16:00:00
1392,2014-06-12T16:00:00
1397,2014-06-12T16:00:00
1398,2014-06-15T16:00:00
1401,2014-06-12T16:00:00
1402,2014-06-12T16:00:00
1404,2014-06-12T16:00:00
1406,2014-06-09T01:00:00
1407,2014-06-04T01:00:00
1408,2014-06-04T01:00:00
1410,2014-06-12T16:00:00
1412,2014-06-04T01:00:00
1414,2014-06-12T16:00:00
1417,2014-06-12T16:00:00
1418,2014-06-12T16:00:00
1420,2014-06-12T16:00:00
1423,2014-06-12T16:00:00
1424,2014-06-04T01:00:00
1425,2014-06-04T01:00:00
1428,2014-06-12T16:00:00
1429,2014-06-19T00:00:00
1430,2014-06-12T16:00:00
1431,2014-06-04T01:00:00
1433,2014-06-12T16:00:00
1437,2014-06-12T16:00:00
1438,2014-06-04T01:00:00
1440,2014-06-12T16:00:00
1441,2014-06-04T01:00:00
1443,2014-06-12T16:00:00
1444,2014-06-12T16:00:00
1450,2014-06-19T00:00:00
1452,2014-06-12T16:00:00
1453,2014-06-04T01:00:00
1454,2014-06-12T16:00:00
1455,2014-06-12T16:00:00
1456,2014-06-04T01:00:00
1457,2014-06-12T16:00:00
1460,2014-06-12T16:00:00
1462,2014-06-12T16:00:00
1463,2014-06-12T16:00:00
1464,2014-06-15T16:00:00
1465,2014-06-04T01:00:00
1466,2014-06-12T16:00:00
1468,2014-06-12T16:00:00
1473,2014-06-12T16:00:00
1474,2014-06-04T01:00:00
1477,2014-06-04T01:00:00
1478,2014-06-12T16:00:00
1480,2014-06-04T01:00:00
1481,2014-06-04T01:00:00
1484,2014-06-04T01:00:00
1485,2014-06-12T16:00:00
1488,2014-06-11T01:00:00
1490,2014-06-12T16:00:00
1491,2014-06-19T00:00:00
1493,2014-06-12T16:00:00
1494,2014-06-04T01:00:00
1495,2014-06-12T16:00:00
1497,2014-06-12T16:00:00
1498,2014-06-12T16:00:00
1499,2014-06-12T16:00:00
1501,2014-06-12T16:00:00
1503,2014-06-12T16:00:00
1504,2014-06-04T01:00:00
1506,2014-06-12T16:00:00
1508,2014-06-04T01:00:00
1509,2014-06-12T16:00:00
1512,2014-06-12T16:00:00
1513,2014-06-12T16:00:00
1516,2014-06-12T16:00:00
1518,2014-06-04T01:00:00
1519,2014-06-12T16:00:00
1521,2014-06-09T01:00:00
1522,2014-06-12T16:00:00
1524,2014-06-04T01:00:00
1525,2014-06-04T01:00:00
1529,2014-06-19T00:00:00
1530,2014-06-12T16:00:00
1532,2014-06-04T01:00:00
1533,2014-06-11T01:00:00
1535,2014-06-04T01:00:00
1536,2014-06-04T01:00:00
1537,2014-06-12T16:00:00
1538,2014-06-11T01:00:00
1542,2014-06-11T01:00:00
1545,2014-06-12T16:00:00
1546,2014-06-12T16:00:00
1548,2014-06-12T16:00:00
1549,2014-06-04T01:00:00
1550,2014-06-12T16:00:00
1551,2014-06-12T16:00:00
1557,2014-06-04T01:00:00
1558,2014-06-12T16:00:00
1561,2014-06-12T16:00:00
1562,2014-06-11T01:00:00
1564,2014-06-12T16:00:00
1565,2014-06-12T16:00:00
1567,2014-06-11T01:00:00
1569,2014-06-12T16:00:00
1572,2014-06-12T16:00:00
1573,2014-06-12T16:00:00
1578,2014-06-04T01:00:00
1579,2014-06-12T16:00:00
1581,2014-06-12T16:00:00
1582,2014-06-04T01:00:00
1583,2014-06-12T16:00:00
1585,2014-06-12T16:00:00
1588,2014-06-04T01:00:00
1592,2014-06-12T16:00:00
1593,2014-06-19T00:00:00
1594,2014-06-19T00:00:00
1595,2014-06-04T01:00:00
1601,2014-06-04T01:00:00
1602,2014-06-12T16:00:00
1604,2014-06-12T16:00:00
1606,2014-06-12T16:00:00
1607,2014-06-12T16:00:00
1608,2014-06-12T16:00:00
1609,2014-06-04T01:00:00
1610,2014-06-04T01:00:00
1612,2014-06-12T16:00:00
1615,2014-06-15T16:00:00
1616,2014-06-19T00:00:00
1617,2014-06-09T01:00:00
1620,2014-06-12T16:00:00
1622,2014-06-12T16:00:00
1627,2014-06-04T01:00:00
1628,2014-06-04T01:00:00
1629,2014-06-04T01:00:00
1630,2014-06-19T00:00:00
1631,2014-06-12T16:00:00
1633,2014-06-12T16:00:00
1634,2014-06-12T16:00:00
1639,2014-06-12T16:00:00
1640,2014-06-12T16:00:00
1648,2014-06-12T16:00:00
1649,2014-06-12T16:00:00
1651,2014-06-19T00:00:00
1652,2014-06-12T16:00:00
1653,2014-06-12T16:00:00
1654,2014-06-12T16:00:00
1657,2014-06-12T16:00:00
1662,2014-06-12T16:00:00
1663,2014-06-12T16:00:00
1668,2014-06-15T16:00:00
1669,2014-06-04T01:00:00
1672,2014-06-04T01:00:00
1673,2014-06-12T16:00:00
1674,2014-06-04T01:00:00
1676,2014-06-04T01:00:00
1677,2014-06-12T16:00:00
1678,2014-06-04T01:00:00
1679,2014-06-12T16:00:00
1681,2014-06-12T16:00:00
1685,2014-06-19T00:00:00
1688,2014-06-09T01:00:00
1690,2014-06-04T01:00:00
1692,2014-06-12T16:00:00
1694,2014-06-12T16:00:00
1697,2014-06-19T00:00:00
1698,2014-06-12T16:00:00
1700,2014-06-12T16:00:00
1703,2014-06-12T16:00:00
1705,2014-06-11T01:00:00
1707,2014-06-12T16:00:00
1708,2014-06-19T00:00:00
1711,2014-06-12T16:00:00
1713,2014-06-12T16:00:00
1715,2014-06-04T01:00:00
1719,2014-06-12T16:00:00
1720,2014-06-12T16:00:00
1722,2014-06-04T01:00:00
1724,2014-06-19T00:00:00
1725,2014-06-04T01:00:00
1730,2014-06-12T16:00:00
1731,2014-06-12T16:00:00
1732,2014-06-04T01:00:00
1733,2014-06-12T16:00:00
1734,2014-06-12T16:00:00
1735,2014-06-04T01:00:00
1736,2014-06-12T16:00:00
1740,2014-06-04T01:00:00
1745,2014-06-12T16:00:00
1747,2014-06-12T16:00:00
1749,2014-06-09T01:00:00
1751,2014-06-04T01:00:00
1752,2014-06-12T16:00:00
1753,2014-06-12T16:00:00
1754,2014-06-12T16:00:00
1755,2014-06-19T00:00:00
1757,2014-06-11T01:00:00
1758,2014-06-04T01:00:00
1760,2014-06-04T01:00:00
1763,2014-06-12T16:00:00
1764,2014-06-12T16:00:00
1767,2014-06-12T16:00:00
1770,2014-06-12T16:00:00
1772,2014-06-04T01:00:00
1776,2014-06-04T01:00:00
1779,2014-06-12T16:00:00
1780,2014-06-12T16:00:00
1782,2014-06-12T16:00:00
1788,2014-06-19T00:00:00
1789,2014-06-12T16:00:00
1790,2014-06-15T16:00:00
1792,2014-06-12T16:00:00
1793,2014-06-12T16:00:00
1794,2014-06-12T16:00:00
1795,2014-06-04T01:00:00
1799,2014-06-12T16:00:00
1800,2014-06-12T16:00:00
1801,2014-01-17T01:00:00
1803,2014-01-17T01:00:00
1804,2014-01-17T01:00:00
1805,2014-01-17T01:00:00
1806,2014-01-17T01:00:00
1811,2014-01-17T01:00:00
1813,2014-01-17T01:00:00
1816,2014-01-17T01:00:00
1817,2014-01-17T01:00:00
1818,2014-01-17T01:00:00
1819,2014-01-17T01:00:00
1821,2014-01-17T01:00:00
1826,2014-01-17T01:00:00
1828,2014-01-17T01:00:00
1829,2014-01-17T01:00:00
1830,2014-01-17T01:00:00
1831,2014-01-17T01:00:00
1832,2014-01-17T01:00:00
1833,2014-01-17T01:00:00
1835,2014-01-17T01:00:00
1838,2014-01-17T01:00:00
1842,2014-01-17T01:00:00
1844,2014-01-17T01:00:00
1845,2014-01-17T01:00:00
1849,2014-01-17T01:00:00
1852,2014-01-17T01:00:00
1856,2014-01-17T01:00:00
1859,2014-01-17T01:00:00
1861,2014-01-17T01:00:00
1862,2014-01-17T01:00:00
1864,2014-01-17T01:00:00
1865,2014-01-17T01:00:00
1867,2014-01-17T01:00:00
1869,2014-01-17T01:00:00
1870,2014-01-17T01:00:00
1872,2014-01-17T01:00:00
1873,2014-01-17T01:00:00
1874,2014-01-17T01:00:00
1875,2014-01-17T01:00:00
1876,2014-01-17T01:00:00
1878,2014-01-17T01:00:00
1879,2014-01-17T01:00:00
1880,2014-01-17T01:00:00
1882,2014-01-17T01:00:00
1883,2014-01-17T01:00:00
1886,2014-01-17T01:00:00
1888,2014-01-17T01:00:00
1891,2014-01-17T01:00:00
1893,2014-01-17T01:00:00
1894,2014-01-17T01:00:00
1895,2014-01-17T01:00:00
1899,2014-01-17T01:00:00
